disease,n,p,k,temperature,humidity,severity_level,remedy_with_remedy_capacity
Salinity Stress,217,167,217,21.7,46,Severe,362
Salinity Stress,218,168,218,21.8,47,Severe,362
Salinity Stress,219,169,219,21.9,48,Severe,362
Salinity Stress,220,170,220,22,49,Severe,362
Salinity Stress,221,171,221,22.1,50,Severe,362
Salinity Stress,222,172,222,22.2,40,Severe,362
Salinity Stress,223,173,223,22.3,41,Severe,362
Salinity Stress,224,174,224,22.4,42,Severe,362
Salinity Stress,200,150,200,20,40,Severe,363
Salinity Stress,201,151,201,20.1,41,Severe,363
Salinity Stress,202,152,202,20.2,42,Severe,363
Salinity Stress,203,153,203,20.3,43,Severe,363
Salinity Stress,204,154,204,20.4,44,Severe,363
Salinity Stress,205,155,205,20.5,45,Severe,363
Salinity Stress,206,156,206,20.6,46,Severe,363
Salinity Stress,207,157,207,20.7,47,Severe,363
Salinity Stress,208,158,208,20.8,48,Severe,363
Salinity Stress,209,159,209,20.9,49,Severe,363
Salinity Stress,210,160,210,21,50,Severe,363
Salinity Stress,211,161,211,21.1,40,Severe,363
Salinity Stress,212,162,212,21.2,41,Severe,363
Salinity Stress,50,25,50,35,70,Severe,385
Salinity Stress,25,25,25,35,50,Severe,386
Waterlogging,50,25,50,35,50,Severe,386
Waterlogging,50,25,50,35,80,Severe,386
